Year,United States,Russia,Iran,China,Canada,Afghanistan,Albania,Algeria,Angola,Argentina,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Cameroon,Chile,Colombia,Congo,Cote d'Ivoire,Croatia,Cuba,Czechia,Czechoslovakia,Denmark,East Timor,Ecuador,Egypt,Equatorial Guinea,France,Gabon,Georgia,Germany,Ghana,Greece,Hungary,India,Indonesia,Iraq,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Libya,Malaysia,Mexico,Moldova,Morocco,Mozambique,Myanmar,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Papua New Guinea,Peru,Philippines,Poland,Qatar,Romania,Saudi Arabia,Senegal,Serbia,Slovakia,Slovenia,South Africa,South Korea,Spain,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,USSR,Ukraine,United Arab Emirates,United Kingdom,Uzbekistan,Venezuela,Vietnam,World,Yemen,Yugoslavia
1987,16.2713214,18.0196992,0.410103612,0.503973396,2.94683436,0.10945669,0.017689969,1.55162808,0.017689969,0.530401536,0.537820524,0.046716012,0.439424964,0.18903402,0.122961334,0.000331687,,0.001118295,0.099101556,,0.120544823,0.3017898,0.00438152,0,0.027455778,0.1370493,0.002211246,0,,0.000884499,,0.024433531,0.091029013,,0.002608299,0.217602,0,0.152823096,0.004533055,,0.5662998,0,0.005166544,0.255076848,0.2504772,1.3121514,0.12825,0.062801924,0.002304068,0.554825736,0.089523799,0,0.161064198,0.163476,,0.171,0.586235736,0.9024156,,0.002321808,0,0.0420903,2.36199996,0.163239394,0.1042758,1.005831072,0.078072926,0.304507782,0,0.0201663,0,0.1578132,0.2090286,1.123408512,0.916559964,0,,,,0,0,0.030174955,0.000320916,0.013443299,0.047541798,,0,0.188311644,0.1644966,0.016967671,0.010866152,3.00163716,27.4740552,1.21292028,0.592838964,1.645705368,1.356017652,0.742736484,0.00128538,63.6428808,0,0.086271336
1988,16.7107518,19.5260328,0.44522883,0.517398228,3.40296678,0.117196056,0.027640577,1.62209178,0.019901217,0.6287796,0.550776168,0.049901938,0.4183326,0.200798917,0.144723877,0.000995061,,0.000664007,0.104753732,,0.121311227,0.3135483,0.00039832,0,0.036959702,0.132158689,0,0,,0.000773936,,0.03293215,0.089903113,,0.003843809,0.239777986,0,0.126009353,0.003869681,,0.5269833,0,0.006247562,0.227539778,0.293417568,1.433098728,0.19152,0.075575207,0.001536045,0.5639067,0.086035846,0,0.182068135,0.233927986,,0.188099986,0.60520194,0.914156208,,0.002321808,0,0.0367848,2.08500012,0.179326368,0.1253601,1.012215456,0.07856491,0.322844364,0,0.01902285,0,0.156617989,0.218343589,1.100127168,0.995219928,0,,,,0,0,0.037416949,0.000226827,0.0318006,0.026534954,,0,0.223194946,0.189339286,0.015662466,0.003256678,3.00845106,29.46109932,1.10389374,0.609336,1.584829368,1.3594248,0.760358808,0.00097272,66.4479648,0,0.119883553
1989,16.9468848,20.3867946,0.56220606,0.54602568,3.61536948,0.114984799,0.027640577,1.748993868,0.016584348,0.6648399,0.637472304,0.053304336,0.3902094,0.208879445,0.152995212,0.001105623,,0.00052958,0.110489645,,0.124376868,0.3072654,0.00039832,0,0.060191518,0.133569,0,0,,0.001216185,,0.031869824,0.11529216,,0.003843809,0.268191,0,0.121232045,0.003537994,,0.551529,0,0.006247562,0.219428694,0.348856538,1.507640292,0.220589993,0.085324108,0.001536045,0.5764059,0.082547917,0.003095745,0.171247151,0.279072,,0.23256,0.65502486,0.877553244,,0.002321808,0,0.0385533,2.278999944,0.184006523,0.1451448,1.02679902,0.081533783,0.344187,0,0.016129576,0,0.1450215,0.231012,0.9862029,1.01916,0,,,,0,0,0.066210664,0.000120489,0.052053298,0.055281154,,0,0.222970219,0.189701093,0.016967671,0.006513355,3.0629646,30.4567884,1.04938056,0.715337964,1.552004856,1.40030964,0.78073848,0.00114642,68.7491784,0,0.113161108
1990,17.40160548,21.58524,0.889849332,0.555060096,3.72412044,0.114987546,0.009952881,1.85965092,0.021005861,0.6245784,0.742001292,0.047852258,0.3480246,0.218760289,0.164671243,0.001327532,,0.000446178,0.112917996,,0.113238486,0.313285032,0.000351517,0,0.069695438,0.1412856,0,0,,0.00126041,,0.026558188,0.117731606,,0.005491156,0.2796255,0,0.117213998,0.003316869,,0.5408865,0,0.005922,0.177089778,0.417338442,1.6034337,0.136115993,0.087370621,0.001161908,0.587397564,0.09460507,0.00507481,0.181544951,0.143298,,0.21204,0.648409752,0.94990104,,0.002211246,0,0.0300645,2.28299976,0.182567196,0.1382022,0.910380744,0.08811621,0.367633764,0,0.015436573,0,0.099558896,0.234738,0.959229828,1.146384,0,,,,0,0,0.058987692,0.000139812,0.0573183,0.088451532,,0,0.242995194,0.196681489,0.015662466,0.008127343,2.85273468,31.1837796,0.957389292,0.705861,1.71374094,1.325016,0.87774138,0.0013896,70.9097976,0,0.105318259
1991,17.3091006,21.2872824,1.05118884,0.562026528,3.9196278,0.012161855,0.005512276,2.0053098,0.022112463,0.697749264,0.776754,0.04997902,0.302324414,0.208544501,0.169586953,0.001288488,,0.00038349,0.112248104,,0.117722185,0.318006,0.000339294,0,0.054911556,0.1399014,0,0,,0.001304635,,0.020570715,0.147917642,,0.004428844,0.314622014,0,0.132541711,0.003923406,,0.554230152,0,0.006205006,0.179349595,0.464788872,1.76073156,0.059507996,0.08959032,0.001161908,0.590798628,0.099334973,0.00507481,0.201237109,0.0171,,0.223667989,0.76995252,0.963327384,,0.001519318,0,0.0304182,2.581199784,0.199164222,0.134816389,0.89421516,0.08933769,0.3970926,0,0.014483699,0,0.111293996,0.2842938,0.8397666,1.202814,0,,,,0,0,0.055376197,0.000119084,0.0669006,0.036272484,,0,0.301144594,0.199265954,0.0110624,0.007782314,2.74116168,30.588354,0.831327444,0.835731,1.908092268,1.361398428,0.87520392,0.00250128,71.854884,0,0.103077446
1992,17.4480822,21.320388,1.11255912,0.572911452,4.3187292,0.011713524,0.003971043,2.08804086,0.022255697,0.703350864,0.84000942,0.054232553,0.2777166,0.24367176,0.184932587,0.001874164,0.011213447,0.000221408,0.101920442,0.000850605,0.133358364,0.3422952,0.001476777,0,0.058548971,0.1433124,0,0,0.071061714,0.00134886,,0.010172218,0.154076386,,0.004848004,0.340263,0,0.129613212,0.003904509,0.000784992,0.562174848,0,0.006099407,0.178772868,0.51964884,1.86591888,0.077633996,0.088437373,0.000833853,0.6168627,0.098407699,0.005859803,0.207043164,0.089604,0.003850663,0.231534,0.806042736,0.93375108,0,0.000936813,0,0.030771898,2.592199944,0.21128747,0.145931382,0.92303658,0.09765054,0.389577586,0.002343921,0.01306305,0,0.1071738,0.296127828,0.737363664,1.30815,0,0.033031595,,0.000577237,0.049196801,0,0.050718326,0.000109105,0.069199193,0.032817262,0.00390285,0,0.321277176,0.192556836,0.018437333,0.007590632,1.810809,,0.71548668,0.778167,1.94037228,1.384614,0.86385528,0.0072954,72.0660312,0,
1993,17.6464764,20.4695604,0.59447394,0.608287608,4.75430508,0.011713524,0.0011675,2.11487796,0.021865246,0.7534152,0.877820472,0.056359325,0.2390472,0.261005112,0.207009108,0.001835119,0.011213447,0.000178158,0.101688617,0,0.156220657,0.362425032,0.002584307,0,0.065260271,0.1403055,0,0,0.080745228,0.001382029,0.008760226,,0.16903044,,0.004845945,0.391198482,0,0.134285958,0.003904509,0,0.55945278,0,0.004336934,0.180882684,0.52801506,1.93851234,0.087209993,0.100390979,0.001162403,0.656558964,0.101589113,0.007809016,0.170619336,0.185363993,0.001541061,0.217512,0.868467924,1.00001556,0,0.001170855,0,0.038907,2.6424,0.189408528,0.1662804,0.886241484,0.09371466,0.4484952,0.003123606,0.013756049,0,0.1369476,0.308585358,0.701712864,1.369367892,0.000670517,0.037561367,0.009161348,0.000715267,0.070087658,0,0.027743675,9.01E-05,0.06849,0.030951112,0,0,0.361604556,0.216119282,0.016203323,0.007667305,2.119887144,,0.65415924,0.806949,2.281303548,1.462923,0.93222684,0.008685,72.8866692,0,
1994,18.3719088,20.1053916,0.944332344,0.637096464,5.1460956,0.011708549,0.001168602,1.94439168,0.020299239,0.779672664,1.007683704,0.050882897,0.2249856,0.267201576,0.219548585,0.001796074,0.011213447,4.88E-05,0.109649534,0,0.17061012,0.3647241,0.002216315,0,0.072345982,0.1447362,0,0,0.070284456,0.00134886,0.010356235,,0.183145176,,0.004845945,0.419265,0,0.13860504,0.00390285,0,0.586515384,0,0.00221169,0.174754368,0.570849048,2.20871844,0.108414,0.102127738,0.001163006,0.692734464,0.100682604,0.010934613,0.114536527,0.204173986,0.00135526,0.218537993,0.919881792,1.052028252,0,0.001171961,0,0.0505791,2.50659972,0.192088217,0.1518822,0.95905062,0.09812556,0.457212578,0.001956953,0.0143451,0,0.1297629,0.32185201,0.6206346,1.462733892,0.001338564,0.030736325,0.010573573,0.000354444,0.076527911,0,0.008406439,4.00E-05,0.0742428,0.034309166,0.001293579,0,0.399729006,0.247525992,0.015323112,0.007628968,1.163893464,,0.620088516,0.906282,2.435545224,1.534301928,0.986032944,0.008685,73.953072,0,
1995,18.1195506,19.48299624,1.147247856,0.6512832,5.498685,0.007805699,0.001168602,2.213686656,0.021865246,0.875600064,1.065454776,0.05565749,0.2320164,0.271639584,0.242724024,0.001835119,0.011596719,0,0.109561212,0.033290935,0.188297809,0.4128111,0.001848545,0,0.070857036,0.1517364,0,0.001558929,0.076918201,0.00160139,0.009216493,,0.198306187,,0.005820625,0.433124964,0,0.130041554,0.00390285,0,0.605221884,0,0.001993765,0.176380567,0.650801844,2.218695336,0.108414,0.104742958,0.000778994,0.684403128,0.102277228,0.011321581,0.150978226,0.3173076,0.001359916,0.216828,1.018397232,1.050705072,0,0.000784992,0,0.058006796,2.54819988,0.181545242,0.165288593,0.99378,0.137450412,0.468936,0.00390285,0.01389465,0.000361096,0.1326888,0.335118636,0.604810764,1.468206,0.001680325,0.03537994,0.012301985,0.000354444,0.076531237,0,0.017663634,0,0.093619796,0.035428514,0.00152576,0,0.423219816,0.26572761,0.014442901,0.006977247,1.049895,,0.578453976,1.099332,2.665632132,1.560289428,1.09893996,0.00505467,75.1806072,0,
1996,18.3683556,19.8835812,1.349257752,0.729799956,5.54105088,0.008980368,0.001167996,2.349045936,0.021865246,1.012839264,1.066813344,0.056029655,0.206600058,0.279720108,0.260512776,0.001757028,0.011596719,7.94E-05,0.11063921,0,0.205767169,0.4092309,0.001475548,0,0.070874093,0.1636866,0,0.014056229,0.070284456,0.001678939,0.008475355,,0.240966792,,0.005817605,0.460845,0,0.112031856,0.003904509,0,0.655422264,0,0.002155422,0.167639666,0.710341956,2.337795936,0.110807996,0.100967447,0.000774935,0.6851115,0.099911095,0.010542172,0.166500216,0.3181284,0.00093978,0.219564,1.301257512,1.108980936,0,0.000784992,0,0.056591996,2.88389988,0.206926236,0.1859454,1.336228416,0.148613393,0.509517,0.005075861,0.014102549,0.000364347,0.1314729,0.34934076,0.576271764,1.518822,0.002011549,0.026199248,0.011241403,0.000388816,0.07187639,0,0.019828561,0,0.0997542,0.03393603,0.001094567,0,0.4892526,0.30003858,0.034587155,0.007897325,1.14345,,0.584791092,1.18638,3.170187612,1.592514,1.18805076,0.009970379,78.839874,0,
1997,18.4154364,18.8473572,1.41767766,0.823737132,5.7503124,0.008980368,0.000778664,2.694917268,0.022255697,0.9585738,1.066955256,0.053626234,0.196756938,0.300319164,0.256077864,0.001678939,0.007734432,0,0.09325602,0,0.223979868,0.409546764,0.001478269,0,0.083404318,0.204263993,0,0.023427049,0.062472128,0.029283811,0.007604058,,0.29498085,,0.004848004,0.47124,0,0.099041818,0.003904509,0.002342704,0.644280624,0,0.002100081,0.156413027,0.772294824,2.40008292,0.104309993,0.088713994,0.000774935,0.665491896,0.10454594,0.011323074,0.20708145,0.317034,0.000702811,0.224693989,1.487109492,1.119833028,0,0.001952254,0,0.0534087,2.554199784,0.22144752,0.179085492,1.534414968,0.16903926,0.508014,0.004294959,0.00835065,0.000364347,0.1341504,0.482801544,0.498562164,1.550627928,0.001341032,0.026863016,0.010346387,0.000513404,0.068328889,0,0.007580638,0,0.154720789,0.034681878,0.001561803,0,0.60228918,0.325596132,0.072676807,0.009708575,0.562369536,,0.593479188,1.274481072,3.234631212,1.6330545,1.2319668,0.018446941,78.7787028,0,
1998,18.62380908,19.4863068,1.600984188,0.844636284,5.9617476,0.008980368,0.001167996,2.8858356,0.022646146,1.035945828,1.08985356,0.05888371,0.183609338,0.315768438,0.276712042,0.001444668,0.008507874,0,0.097398007,0,0.2346237,0.3780621,0.001113177,0,0.077922346,0.2336238,0,0.031236062,0.061300778,0.015618031,0.00788196,,0.2839212,,0.004848004,0.4851,0.000780901,0.085536241,0.003904509,0.002342704,0.629530776,0,0.001875506,0.1380762,0.847543464,2.36003436,0.10089,0.065482967,0.000774935,0.65657394,0.10373252,0.010932621,0.202837284,0.3245922,0.000546631,0.217512,1.484136792,1.185628068,0,0.001952254,0.002342704,0.0622512,2.43640008,0.193893948,0.216636797,1.579071744,0.175519886,0.535067964,0.004294959,0.01417185,0.000364347,0.136012486,0.584257176,0.4668084,1.601243928,0.001341032,0.036780466,0.009308168,0.000353083,0.056615368,0,0.004761486,0,0.1950975,0.033190186,0.002342704,0,0.653891976,0.325596132,0.083184296,0.021660137,0.432431982,,0.57109464,1.301157,3.39830316,1.78101,1.292126544,0.031265996,80.8644024,0,
1999,18.36496944,19.598868,1.90728108,0.914263704,6.1394472,0.008980368,0.000778664,3.24384876,0.021865246,1.210295664,1.10565108,0.065213114,0.196756938,0.326737872,0.301692852,0.001835119,0.008121153,0,0.07842262,0,0.275490864,0.3941028,0.000743609,0,0.046988348,0.2049444,0,0.052320402,0.060519877,0.019522541,0.008156954,,0.291060072,,0.004848004,0.58212,0.000780901,0.077699934,0.003904509,0.002342704,0.672419484,0,0.000117098,0.122138485,0.868441284,2.559198132,0.108756,0.051348866,0.000387468,0.603652824,0.104096351,0.010932621,0.253831176,0.297129582,0.000390451,0.177839993,1.52018514,1.23246972,0,0.001561803,0.002342704,0.0608364,2.26559988,0.224034336,0.156157787,1.73186136,0.184986353,0.610217964,0.004294959,0.01424115,0.000364347,0.1298826,0.769134168,0.468601164,1.58004,0.001341032,0.026511611,0.007625537,0,0.054663109,0,0.006090062,0,0.193400986,0.033190186,0.002342704,0,0.716277384,0.410671224,0.083184296,0.028023999,0.741163464,,0.575643096,1.350999,3.7345212,1.806650892,1.0953036,0.045162,83.1699072,0,
2000,18.6696108,19.334016,2.02811796,0.986902632,6.34696776,0.008980368,0.001167996,3.30799068,0.022255697,1.309724028,1.122923808,0.067649234,0.185507651,0.330296652,0.326094804,0.001480285,0.007773105,6.41E-05,0.112406494,0,0.277549668,0.3965598,0.000732422,0,0.044638934,0.206489066,0,0.052710858,0.064814832,0.023427049,0.007881178,,0.305981514,,0.006787206,0.727649928,0.001171352,0.070035012,0.003123606,0.002342704,0.635956128,0,0.001969483,0.115300152,0.913056912,2.544639264,0.10773,0.045953636,0.000387468,0.574512732,0.112261583,0.011323074,0.29456298,0.32832,0.000507586,0.201095989,1.788559056,1.20163212,0,0.001952254,0.002342704,0.120258,2.20900014,0.225911783,0.403360668,1.779209136,0.37155987,0.64629,0.004294959,0.011971575,0.000364347,0.138724186,0.927774,0.459213264,1.703502,0.00167629,0.021201478,0.00618706,0,0.064424376,0,0.006530709,0,0.193400986,0.033190186,0.001561803,0,0.752221044,0.49790412,0.082308672,0.024497039,1.527718464,,0.568369008,1.347138072,4.0845258,1.833331428,1.11584304,0.055584,86.4258048,0,
2001,19.14821892,19.25125308,2.253788532,1.1004327,6.45909228,0.001952254,0.001167996,3.113011224,0.020693892,1.3002714,1.175087448,0.064913281,0.181851635,0.34394562,0.365155488,0.001258093,0.007734432,0,0.16369542,0,0.283456728,0.400034664,0.000732422,0,0.046988348,0.213803748,0,0.052710858,0.068719338,0.011713524,0.005674402,,0.314580564,,0.007756807,0.873179964,0.001171352,0.072011887,0.003123606,0.002342704,0.642001752,0,0.001867787,0.115310412,0.915398928,2.47055382,0.094392,0.031578593,0.000387468,0.526490064,0.11172983,0.011323074,0.296295876,0.3249,0.000624721,0.211356,1.764861768,1.193065344,0,0.001952254,0.002342704,0.24759,2.32729992,0.249283872,0.549408312,1.930723668,0.55528704,0.682362,0.004294959,0.0128205,0.007286923,0.146204089,1.006019928,0.451346364,1.836198,0.00167629,0.023505139,0.007016926,0,0.081994676,0,0.020782275,0,0.1981512,0.03169849,0.001952254,0,0.731681208,0.52973514,0.098507711,0.011960996,1.667704392,,0.581622516,1.381535928,3.98929212,1.852735464,1.182536172,0.06948,88.467048,0,
2002,18.40423536,19.7114274,2.68009704,1.18504512,6.50601252,0.001952254,0.001167996,3.201896988,0.02420795,1.264211064,1.18804176,0.07046015,0.168668892,0.35638038,0.384160968,0.001132307,0.007347709,0,0.209730445,0,0.342452718,0.402210864,0.000752654,0,0.077261339,0.215952527,0,0.050021705,0.058959194,0.013665778,0.005340562,,0.31525403,,0.004848004,0.945945,0.04958725,0.070232663,0.003514057,0.000500314,0.640324188,0,0.001974517,0.109691021,0.955958868,2.72124864,0.080711993,0.031219729,0.000372551,0.50509548,0.123675127,0.012103975,0.360080942,0.297881982,0.000390451,0.20178,1.82117412,1.21419828,0,0.001952254,0.002342704,0.297108,2.286700056,0.234667638,0.617054112,2.34366984,0.599187528,0.7397766,0.004294959,0.0153153,0.072768542,0.1494333,1.099169928,0.4437576,1.939139856,0.00167629,0.023427049,0.006759162,0.000239864,0.089803688,0,0.021728718,0,0.219187793,0.034681878,0.000780901,0,0.764799372,0.621447084,0.094129603,0.014491207,1.739083464,,0.636442488,1.522989,3.9055122,1.898473536,1.13548338,0.083375993,90.5304168,0,
2003,18.6428088,20.54239452,2.81115432,1.270455696,6.33769128,0.000780901,0.001167996,3.378873132,0.025379302,1.436810328,1.214828064,0.078368177,0.168141589,0.36278622,0.413223458,0.001132307,0.006187545,0,0.241033968,0,0.372027996,0.4336254,0.000752654,0,0.064547446,0.206999273,0,0.050021705,0.070370644,0.01444668,0.00610222,,0.298564128,0,0.007272007,1.042965,0.050758607,0.060641071,0.003514057,0.000769714,0.666563868,0,0.001442878,0.106421339,1.023368328,2.84964624,0.053351996,0.026076558,0.000745101,0.47959794,0.127550542,0.012103975,0.423572544,0.342,0.001054218,0.188099986,1.89800208,1.254254688,0,0.001952254,0.003123606,0.339551964,2.18580012,0.179381675,0.770179932,2.60685864,0.660077604,0.91981368,0.005466312,0.01812195,0.088088242,0.1511973,1.169964,0.436621482,2.054052,0.00167629,0.012884876,0.007750653,0.000199887,0.089022787,0,0.008659282,0,0.2324205,0.030952645,0.001561803,0,0.79984314,0.906674976,0.100258963,0.021468454,1.923075,,0.658690704,1.572128928,3.8810196,1.911294,1.00795104,0.08243802,93.7687428,0,
2004,18.11196216,20.9727738,3.2774445,1.504300788,6.36246684,0.000780901,0.001167996,3.31397748,0.029283811,1.571248728,1.29349116,0.074229732,0.16381764,0.333716004,0.444248316,0.001171352,0.006967701,0,0.33911568,0,0.409167994,0.429365592,0.012442801,0,0.06396066,0.220853513,0,0.04852852,0.062137991,0.01444668,0.007560836,,0.353954304,0,0.008241608,1.14345,0.003904509,0.052418117,0.003904509,0.000746592,0.616806576,0,0.001337863,0.110138004,1.012959432,2.725008624,0.0342,0.032076259,0.024960883,0.447694488,0.132408695,0.012103975,0.59046912,0.372779982,0.001132307,0.275651964,2.16511992,1.33297362,0,0.001561803,0.045292291,0.360774014,2.57820012,0.15761831,0.824191092,2.82906108,0.671671296,1.104357348,0.005466312,0.029798996,0.084258317,0.1643562,1.4594742,0.4344831,2.246256,0.00167629,0.009370819,0.006608575,0.000199887,0.079261517,0,0.014418711,0,0.213759,0.03169849,0.001522758,0.004643617,0.833312592,1.02883194,0.105074892,0.02637553,1.895355,,0.697190688,1.624778928,3.63287304,1.936935,1.135063692,0.1445184,96.9569244,0,
2005,17.6198688,21.22107012,3.478050864,1.78948674,6.44948784,0.000780901,0.001167996,3.056823,0.025379302,1.597506264,1.376470008,0.065343341,0.201506231,0.36627426,0.477480888,0.001028893,0.006658025,0,0.418376916,0,0.404691862,0.421539912,0.117986422,0.000780901,0.075187991,0.232068384,0.00468541,0.04852852,0.058291657,0.015618031,0.007173442,,0.392868324,0,0.012604811,1.472625,0.050758607,0.04232867,0.003904509,0.000559945,0.595536264,0,0.000851459,0.108517277,1.026436932,2.7457119,0.04959,0.021523199,0.025705986,0.416963398,0.142162578,0.010932621,0.68339718,0.420659964,0.001171352,0.38646,2.43719928,1.59522804,0,0.001783549,0.086289624,0.431514,2.35199988,0.150284556,0.827423496,3.06715608,0.750578292,1.173966732,0.003904509,0.052558924,0.080428392,0.16263,1.706508,0.4061745,2.436407892,0.00167629,0.00976127,0.005882158,0.00015991,0.072623851,0.020531225,0.006726046,0,0.206973,0.029833873,0.001600848,0.015920973,0.88263864,1.08037242,0.109453018,0.034387862,2.047815,,0.708263676,1.677428928,3.324204936,1.9663875,1.09566324,0.2237256,99.2796624,0,
2006,18.062064,21.7721232,3.78998172,2.12448924,6.45830604,0.000780901,0.001167996,2.92678164,0.026550654,1.613960928,1.464560172,0.075500017,0.23776056,0.387475452,0.517081248,0.00104891,0.006580606,0,0.448030512,0,0.413224942,0.44122055,0.01740611,0.000780901,0.072214898,0.243528552,0.007028115,0.04852852,0.059746802,0.015618031,0.006858509,,0.390346524,0.16363674,0.013574412,1.895355,0.050758607,0.046695236,0.003904509,0.000373296,0.58831956,0,0.001210249,0.110918423,1.01472516,2.7142956,0.04959,0.01911501,0.036680002,0.37924033,0.15672312,0.012494426,0.714652344,0.424422,0.001015172,0.451269,2.42877204,1.7442792,0.001952254,0.002602259,0.100736305,0.445662,2.32210008,0.154190999,0.968094252,3.168118224,0.874492488,1.19950128,0.005466312,0.061511188,0.084258317,0.1624626,1.889082,0.4001904,2.5123662,0.00167629,0.007391343,0.008196931,0.00015991,0.113230735,0.01829413,0.002937406,0,0.212062486,0.016035707,0.001405623,0.019680091,0.90612936,1.28016972,0.109453018,0.034694557,2.03742,,0.718689384,1.712528928,3.01494312,2.03742,1.25802072,0.24318,102.665376,0,
2007,18.78799932,21.65807268,4.24851948,2.51224776,6.28844796,0.001561803,0.000385603,2.939255424,0.032407416,1.569498264,1.539042624,0.073956308,0.38079162,0.403150572,0.552109356,0.000735639,0.006193512,0,0.479886948,0,0.41607846,0.430114608,0.011031074,0.000780901,0.069554765,0.261283824,0.011323074,0.05599445,0.077027998,0.0221964,0.007630684,,0.34614612,0.223033734,0.013332012,1.929658464,0.114011636,0.041564552,0.003123606,0.000348683,0.538910496,0,0.001026695,0.09332613,1.04272236,2.612848536,0.163546452,0.017195983,0.043108452,0.335256264,0.166513666,0.007812746,0.810348552,0.385091964,0.000718429,0.522575964,2.4346332,1.6869087,0,0.002496167,0.103079012,0.4782024,2.23210008,0.169790724,1.21083228,3.226766544,0.885834612,1.216809108,0.00531013,0.092707168,0.111500366,0.163146996,2.354832,0.3865563,2.545164,0.00167629,0.003684483,0.005059824,0.000119932,0.059738976,0.014785667,0.000724292,0,0.20358,0.01417109,0.000780901,0.020693892,0.968514912,1.35732042,0.06917431,0.034234517,2.2176,,0.719030088,1.765178928,2.717742024,2.12058,1.34089776,0.2459592,105.4031256,0,
2008,19.65842748,22.012308,4.44842712,2.91353976,5.9936976,0.001952254,0.001131077,2.97362808,0.026550654,1.5425406,1.5005844,0.061288913,0.574293276,0.432632772,0.58955112,0.000664577,0.005883836,0,0.496512648,0,0.517538448,0.426599892,0.004110361,0.000780901,0.067794379,0.313879118,0.01444668,0.059727413,0.07718004,0.04291304,0.007465703,,0.37764414,0.25651908,0.010830441,2.04331032,0.232318242,0.036093017,0.003123606,0.000271787,0.490862448,0,0.000681331,0.093438349,1.05810696,2.693877984,0.2324745,0.016481052,0.054452783,0.317346372,0.165747038,0.006562706,0.904287096,0.434339978,0.001171352,0.54378,2.49138252,1.700300736,0,0.002382981,0.121480542,0.438587978,2.55269988,0.160146922,1.18005192,3.57583752,0.868907376,1.24587396,0.005075861,0.125925966,0.113257577,0.154486998,2.868312096,0.376500586,2.751048,0.00167629,0.003706859,0.004070086,0.00011982,0.05310131,0.009063531,0.000652355,0,0.200187,0.011560625,0.001171352,0.021891337,1.07272584,1.34638254,0.119729664,0.039026174,2.2176,,0.730614168,1.763424,2.61974016,2.19681,1.20323556,0.26051526,109.261116,0,
2009,20.07297,19.302831,4.8864816,3.093831,5.58182952,0.001171352,0.001131077,2.75640732,0.026941107,1.45084284,1.681113312,0.062388781,0.573808176,0.436806162,0.674882568,0.000637554,0.005806418,0,0.427737024,0,0.441969926,0.400629942,0.000373669,0.000780901,0.075729557,0.364025502,0.020693892,0.059727413,0.075094092,0.04291304,0.008457903,,0.315243036,0.25809282,0.01165669,2.172208464,0.244812672,0.034326853,0.003123606,0.000339734,0.458862066,0,0.000545586,0.106477686,1.30139784,2.80958598,0.24669828,0.014727118,0.044621032,0.274766198,0.159607152,0.006875216,0.93649356,0.3929238,0.000601294,0.54378,2.38196484,1.8929898,0,0.002382981,0.110737368,0.408685428,2.358,0.167312412,0.834909804,3.72471192,0.86090292,1.249259976,0.003904509,0.129088793,0.121347414,0.154069999,3.327317784,0.3742344,2.68299,0.00167629,0.007043032,0.004083101,0.00011982,0.041387785,0.020888112,0.000574302,0,0.220884289,0.011560625,0.001483713,0.025691663,1.05803028,1.38809556,0.072966564,0.026247692,1.199583,,0.7321473,1.714283892,2.203407,2.103255,1.144654092,0.2782674,105.8724756,0.0281484,
2010,20.7056664,21.54192372,5.18076576,3.47560236,5.38527888,0.00554045,0.000372551,2.7862758,0.02865909,1.403891784,1.894518252,0.065049192,0.586112076,0.447431616,0.693134208,0.000630547,0.001045155,0,0.493722072,0,0.540739872,0.431112528,0.001885128,0.008199467,0.072960775,0.390361954,0.036311926,0.061780547,0.072044323,0.039583584,0.009434686,,0.307293804,0.235667052,0.012995634,2.124737856,0.263163852,0.029024752,0.003123606,0.000175275,0.400463712,0,0.000327274,0.10405575,1.707450732,3.13201836,0.256869324,0.010433704,0.059537218,0.28823634,0.14701374,0.006875216,0.9808866,0.4012686,0.000468541,0.575038764,2.342954016,1.842401304,0,0.00270183,0.128918135,0.439483572,2.70959976,0.179491223,1.11263994,3.82303332,0.92511936,1.27254222,0.004294959,0.263338056,0.110389061,0.154616994,4.432005,0.3608442,2.997971856,0.00167629,0.012974005,0.004111471,0.000279551,0.037873728,0.022556563,0.00207577,0,0.3033342,0.009696009,0.001600848,0.030455161,1.2137436,1.45054908,0.080472773,0.026156322,1.444601736,,0.6994053,1.799998128,2.08443348,2.05717032,1.09626264,0.326625458,113.4075456,0.225190793,
